mem_no	last_name	first_name	gd	birth_dt	entr_dt	grade	sign_up_ch
14238	김	솔민	F	1997-03-19	2011-09-25	BRONZE	04
16201	최	해솔	M	1976-10-22	2011-07-29	VIP	03
15840	최	한울	M	1997-03-20	2012-10-07	VIP	02
15632	이	은혁	M	1970-05-02	2012-05-24	BRONZE	01
14217	김	혜경	F	1971-01-01	2011-12-15	BRONZE	01
13291	김	은주	F	1976-04-21	2013-11-08	BRONZE	03
15776	박	성호	M	1981-05-21	2011-10-22	BRONZE	06
14485	이	리사	F	1984-05-07	2012-03-30	BRONZE	03
12372	김	지윤	F	1986-05-31	2013-04-11	BRONZE	03
14823	이	동해	M	1989-07-04	2012-05-13	BRONZE	02
17138	차	은제	F	1989-07-05	2012-07-01	VIP	03
15567	이	용준	M	1970-06-02	2012-11-23	BRONZE	01
13300	김	연후	M	1971-02-01	2011-05-30	BRONZE	01
13050	김	로아	F	1976-11-22	2013-07-12	BRONZE	03
17159	서	비	F	1981-05-22	2011-09-15	BRONZE	02
13127	김	은아	F	1983-03-11	2011-09-25	BRONZE	03
14530	이	진이	F	1984-05-08	2012-08-24	BRONZE	03
13832	김	종우	M	1986-06-30	2013-04-20	BRONZE	02
17512	남	예진	F	1997-03-21	2012-12-22	BRONZE	01
16676	조	다훈	M	1970-07-02	2012-02-06	VIP	01
13276	김	규원	M	1971-03-01	2013-09-14	BRONZE	03
13471	김	지선	F	1976-12-22	2011-06-08	BRONZE	03
16945	유	성규	M	1981-05-25	2013-02-06	BRONZE	06
12971	김	유경	F	1983-04-11	2012-02-16	BRONZE	01
14441	이	초연	F	1984-05-09	2012-11-09	BRONZE	03
13305	김	유현	F	1986-07-31	2011-10-26	BRONZE	02
17160	유	경록	M	1989-07-06	2011-07-26	BRONZE	02
16539	유	보아	F	1997-03-22	2011-05-11	BRONZE	02
14731	이	예정	F	1970-08-02	2013-03-10	BRONZE	03
16517	유	경원	F	1971-04-01	2012-03-10	BRONZE	03
14439	이	규희	F	1977-01-22	2012-03-17	BRONZE	01
14226	김	지서	F	1981-05-26	2011-06-22	BRONZE	07
17797	남	지율	M	1983-05-11	2011-05-13	BRONZE	03
12826	김	윤찬	M	1986-08-31	2011-10-16	BRONZE	02
15093	이	동현	M	1989-07-07	2011-11-28	BRONZE	01
16613	유	지이	F	1993-04-22	2011-02-16	BRONZE	06
13819	김	보겸	M	1997-03-23	2012-12-06	BRONZE	04
17391	허	동찬	M	1970-09-02	2012-01-05	VIP	03
18274	노	민희	F	1971-05-01	2013-11-26	BRONZE	03
14837	이	주윤	M	1977-02-22	2012-09-01	BRONZE	01
17969	임	희원	F	1981-05-27	2012-08-28	BRONZE	03
12656	김	하람	F	1983-06-11	2012-11-23	BRONZE	01
13771	김	로은	F	1986-09-30	2011-02-14	BRONZE	02
12627	김	은솔	F	1989-07-08	2012-02-08	BRONZE	02
17171	유	현찬	M	1993-04-23	2011-06-10	BRONZE	01
15333	박	정민	F	1997-03-24	2013-07-14	BRONZE	05
15644	최	해나	F	1981-05-28	2011-09-08	VIP	03
16179	조	세림	F	1986-10-31	2011-09-12	VIP	02
14987	이	현서	F	1970-10-02	2011-03-14	BRONZE	03
17631	임	현우	M	1971-06-01	2013-03-26	BRONZE	03
15271	이	원준	M	1977-03-22	2011-10-21	BRONZE	01
14234	김	기찬	M	1983-07-11	2011-12-30	BRONZE	03
15392	박	슬아	F	1989-07-09	2011-07-11	BRONZE	02
14727	이	솔미	F	1993-04-24	2013-01-28	BRONZE	03
16454	유	유선	F	1997-03-25	2013-05-12	BRONZE	06
16383	정	찬서	M	1997-03-26	2012-08-15	VVIP	07
16823	허	해빈	F	1981-05-29	2012-05-18	VIP	03
15593	최	이현	F	1993-04-25	2011-10-06	VIP	05
17718	우	민우	M	1970-11-02	2012-05-25	BRONZE	03
15081	이	진우	M	1971-07-01	2013-02-26	BRONZE	03
12596	김	아현	F	1977-04-22	2011-10-27	BRONZE	01
15203	이	채민	F	1983-08-11	2012-08-14	BRONZE	03
12630	김	가영	F	1986-11-30	2012-01-06	BRONZE	02
17288	유	예현	M	1989-07-10	2011-08-12	BRONZE	02
16624	조	해찬	M	1986-12-31	2012-04-13	VIP	02
17769	허	유리	F	1993-04-26	2013-07-06	VIP	07
17567	허	홍준	M	1997-03-27	2012-05-20	VIP	02
13178	김	승주	F	1970-12-02	2012-03-31	BRONZE	01
15245	이	하민	M	1971-08-01	2011-07-11	BRONZE	01
14592	이	다올	F	1977-05-22	2012-07-03	BRONZE	01
17010	유	범석	M	1981-06-01	2012-03-09	BRONZE	03
14114	김	금비	F	1983-09-11	2012-03-07	BRONZE	03
17928	문	예인	F	1989-07-11	2012-06-27	BRONZE	02
16212	최	재빈	M	1970-01-29	2013-06-17	VIP	01
18240	주	석현	M	1983-10-11	2012-07-20	VIP	03
12456	김	수현	F	1971-01-02	2013-10-30	BRONZE	01
12507	김	시온	M	1971-09-01	2012-09-05	BRONZE	01
13015	김	은준	M	1977-06-22	2012-12-27	BRONZE	01
16309	정	의준	M	1987-01-31	2012-09-16	BRONZE	02
16933	유	시유	M	1989-07-12	2012-12-26	BRONZE	03
14256	김	해림	F	1993-04-27	2011-08-28	BRONZE	02
13643	김	혁준	M	1997-03-28	2011-07-10	BRONZE	02
15969	최	윤준	M	1982-03-19	2011-10-30	VIP	01
14386	김	나온	F	1971-02-02	2013-12-22	BRONZE	01
14196	김	혁진	M	1971-10-01	2012-12-10	BRONZE	01
15187	이	민석	M	1977-07-22	2011-04-11	BRONZE	03
13365	김	태경	F	1983-11-11	2013-11-12	BRONZE	03
14431	이	현선	F	1987-02-28	2011-12-29	BRONZE	02
14450	김	채원	M	1989-07-13	2013-01-15	BRONZE	04
13229	김	채민	M	1993-04-28	2012-01-12	BRONZE	07
18017	임	재준	M	1997-03-29	2011-04-05	BRONZE	02
16188	최	근우	M	1987-03-31	2012-10-01	VIP	02
17995	유	미소	F	1971-03-02	2012-01-24	BRONZE	03
16668	유	정하	F	1971-11-01	2011-11-07	BRONZE	01
14803	이	다진	F	1977-08-22	2013-08-18	BRONZE	03
16345	윤	아랑	F	1982-04-19	2011-03-31	BRONZE	01
16771	윤	제현	M	1983-12-11	2012-01-23	BRONZE	01
15414	이	재하	M	1989-07-14	2013-01-22	BRONZE	05
15206	이	윤재	M	1993-04-29	2013-12-16	BRONZE	02
13266	김	다솔	F	1997-03-30	2012-11-01	BRONZE	02
18123	정	재하	M	1987-04-30	2013-01-14	VVIP	01
17420	허	상헌	M	1971-12-01	2013-09-12	VIP	01
13083	김	도진	M	1977-09-22	2013-04-14	BRONZE	03
18169	유	지희	F	1982-05-19	2011-10-09	BRONZE	01
16011	강	인영	F	1984-01-11	2012-11-05	BRONZE	02
14777	이	신후	M	1984-04-22	2012-02-29	BRONZE	06
13199	김	태원	M	1989-07-15	2012-01-07	BRONZE	06
12380	김	현준	M	1993-04-30	2012-05-30	BRONZE	06
14280	김	용재	M	1997-03-31	2013-05-06	BRONZE	01
18204	차	시영	F	1987-05-31	2012-01-04	VIP	03
17566	홍	서율	F	1997-04-01	2013-09-13	VIP	02
15489	이	재우	M	1972-01-01	2013-12-18	BRONZE	03
12668	김	경민	M	1977-10-22	2011-05-03	BRONZE	03
13813	김	율리	F	1982-06-19	2012-08-19	BRONZE	01
12833	김	도희	F	1984-02-11	2011-04-10	BRONZE	03
15142	이	민경	F	1984-05-22	2011-04-19	BRONZE	03
14820	이	태강	M	1989-07-16	2011-08-27	BRONZE	07
17463	서	다은	F	1993-05-01	2012-10-29	BRONZE	02
15603	최	도경	F	1977-11-22	2011-10-08	VIP	03
15531	최	온유	F	1987-06-30	2012-09-19	VIP	03
15069	이	민성	M	1972-02-01	2012-02-15	BRONZE	03
12733	김	성윤	M	1982-07-19	2013-12-07	BRONZE	01
16716	유	담이	F	1983-03-30	2011-04-14	BRONZE	01
13803	김	하현	F	1984-03-11	2011-04-03	BRONZE	04
16971	윤	예송	F	1984-06-22	2012-05-22	BRONZE	03
18075	송	리안	F	1989-07-17	2013-04-06	BRONZE	01
12775	김	서후	M	1997-04-02	2012-10-27	BRONZE	04
17111	허	진이	F	1972-03-01	2013-06-28	VIP	03
18135	차	건호	M	1997-04-03	2011-04-30	VIP	05
16430	유	민혜	F	1977-12-22	2012-08-11	BRONZE	03
13685	김	태완	M	1982-08-19	2013-03-19	BRONZE	01
15508	이	재혁	M	1983-04-30	2013-04-09	BRONZE	03
14967	이	연성	M	1984-04-11	2011-10-20	BRONZE	03
17704	여	가현	F	1984-07-22	2012-09-21	BRONZE	01
14961	이	현후	M	1987-07-31	2012-06-13	BRONZE	02
16236	윤	효인	F	1989-07-18	2012-01-24	BRONZE	03
16125	조	미나	F	1984-08-22	2012-01-21	VIP	01
15329	박	주희	F	1970-01-07	2012-01-11	BRONZE	03
12952	김	유이	F	1972-04-01	2011-08-02	BRONZE	03
12588	김	현수	M	1978-01-22	2012-09-25	BRONZE	03
18037	우	유라	F	1982-09-19	2011-02-25	BRONZE	03
15916	정	경민	F	1983-05-30	2012-08-25	BRONZE	01
17046	성	솔아	F	1984-05-11	2011-07-30	BRONZE	03
16258	윤	은결	F	1987-08-31	2011-08-28	BRONZE	02
13247	김	정아	F	1997-04-04	2013-09-18	BRONZE	06
17346	조	송아	F	1982-10-19	2011-01-30	VIP	01
14887	이	윤서	F	1970-02-07	2012-01-16	BRONZE	01
13091	김	혜주	F	1972-05-01	2012-11-04	BRONZE	01
14816	이	규범	M	1978-02-22	2012-01-05	BRONZE	03
15388	이	온유	M	1983-06-30	2012-04-03	BRONZE	03
14054	김	대호	M	1984-06-11	2012-04-03	BRONZE	03
17345	유	하담	M	1984-09-22	2012-04-07	BRONZE	01
17865	남	보경	F	1987-09-30	2012-02-07	BRONZE	02
13747	김	라원	F	1997-04-05	2011-09-09	BRONZE	01
18259	허	지오	F	1983-07-30	2011-12-12	VIP	03
15637	이	은준	M	1970-03-07	2013-02-21	BRONZE	03
16339	윤	은호	F	1972-06-01	2013-03-02	BRONZE	01
15402	이	도경	M	1978-03-22	2012-08-15	BRONZE	03
12985	김	진혁	M	1982-11-19	2011-11-30	BRONZE	03
13835	김	세원	F	1984-07-11	2011-02-21	BRONZE	01
14708	이	리호	M	1984-10-22	2011-01-18	BRONZE	03
14527	김	건휘	M	1987-10-31	2012-12-01	BRONZE	02
13044	김	규빈	F	1997-04-06	2012-05-01	BRONZE	02
16357	정	종윤	M	1983-08-30	2012-07-15	VVIP	03
16232	최	수영	M	1984-08-11	2013-05-18	VIP	01
16793	허	솔빈	F	1997-04-07	2011-10-31	VIP	03
15923	강	세령	F	1970-04-07	2011-12-03	BRONZE	01
14258	김	효재	F	1972-07-01	2012-08-18	BRONZE	01
16654	유	시후	F	1978-04-22	2011-08-07	BRONZE	03
13272	김	가람	M	1982-12-19	2012-07-23	BRONZE	01
13816	김	선주	F	1984-11-22	2012-11-02	BRONZE	03
14944	이	유진	F	1987-11-30	2011-02-28	BRONZE	02
17720	한	세연	F	1972-08-01	2012-05-22	VIP	01
19273	조	규연	M	1993-01-11	2011-02-15	VIP	05
13666	김	은경	F	1970-05-07	2011-08-14	BRONZE	01
12707	김	가온	M	1974-11-08	2011-05-23	BRONZE	07
17096	유	건휘	M	1978-05-22	2011-03-02	BRONZE	01
17698	심	지원	M	1983-03-17	2013-03-11	BRONZE	03
13721	김	은호	F	1983-09-30	2013-02-22	BRONZE	03
14966	이	연우	F	1984-09-11	2011-04-17	BRONZE	01
17817	정	규민	M	1984-12-22	2011-01-17	BRONZE	03
15092	이	수현	M	1987-12-31	2013-04-16	BRONZE	02
13001	김	서린	F	1997-04-08	2013-06-20	BRONZE	05
17480	허	대경	M	1983-10-30	2012-08-01	VIP	03
17513	허	민구	M	1985-05-06	2012-09-13	VIP	03
16055	조	해윤	F	1988-01-31	2013-07-09	VIP	03
16722	유	이슬	F	1970-06-07	2011-06-04	BRONZE	01
12347	김	서준	M	1972-09-01	2012-11-09	BRONZE	01
15303	이	동하	M	1978-06-22	2011-10-19	BRONZE	01
12560	김	은호	M	1980-04-22	2013-09-17	BRONZE	01
15701	이	준원	M	1984-10-11	2011-02-18	BRONZE	01
18118	성	이현	F	1985-01-22	2012-09-10	BRONZE	03
15819	정	정아	F	1985-05-07	2011-02-12	VVIP	03
16554	조	경호	M	1970-07-07	2011-09-10	VIP	01
16149	최	준환	M	1983-11-30	2013-12-17	VIP	03
14656	이	혜온	F	1972-10-01	2012-02-01	BRONZE	03
12988	김	가람	F	1978-07-22	2012-03-24	BRONZE	01
17353	유	채정	F	1984-11-11	2012-07-04	BRONZE	03
17889	손	승호	M	1985-02-22	2011-11-11	BRONZE	01
16738	유	나겸	F	1985-04-22	2012-06-07	BRONZE	01
15577	이	동준	M	1988-02-29	2012-09-27	BRONZE	02
15594	최	효민	F	1985-04-23	2013-12-07	VIP	01
17527	허	동완	M	1985-05-08	2013-02-08	VIP	03
15065	이	승민	M	1970-08-07	2012-12-05	BRONZE	03
16720	유	연하	F	1972-11-01	2013-12-20	BRONZE	03
13806	김	태형	M	1978-08-22	2012-01-14	BRONZE	01
15503	이	주현	M	1983-12-30	2013-05-18	BRONZE	04
17760	양	은솔	F	1984-12-11	2011-11-08	BRONZE	03
13938	김	대윤	M	1985-03-22	2011-10-24	BRONZE	01
15022	이	지율	F	1988-03-31	2011-02-06	BRONZE	02
16156	조	도이	F	1970-09-07	2011-03-24	VIP	03
15655	최	다예	F	1985-04-22	2011-05-31	VIP	01
15510	최	단비	F	1985-04-24	2013-03-26	VIP	01
17427	조	정미	F	1985-05-09	2012-05-10	VIP	03
16365	정	성하	M	1972-12-01	2012-06-14	BRONZE	03
14714	이	누리	M	1978-09-22	2011-03-02	BRONZE	01
17461	오	수아	F	1984-01-30	2011-01-10	BRONZE	05
12370	김	채원	F	1985-01-11	2012-11-28	BRONZE	03
17964	여	채이	F	1988-04-30	2011-07-09	BRONZE	02
17350	허	다겸	M	1978-10-22	2012-11-20	VIP	01
16789	허	루희	F	1984-02-29	2012-03-26	VIP	06
16138	조	현	F	1985-02-11	2011-10-08	VIP	01
14382	김	연제	F	1970-10-07	2012-09-03	BRONZE	03
14143	김	윤비	F	1973-01-01	2011-08-23	BRONZE	03
17679	손	유찬	M	1985-04-25	2011-04-20	BRONZE	01
17329	유	리호	M	1985-05-10	2012-04-24	BRONZE	03
14793	이	영석	M	1985-05-22	2013-11-27	BRONZE	03
16506	유	도담	F	1988-05-31	2012-07-20	BRONZE	02
15491	최	솔	F	1984-03-30	2012-06-08	VIP	01
17855	손	나영	F	1970-11-07	2011-03-29	BRONZE	03
13002	김	연희	F	1973-02-01	2013-10-20	BRONZE	03
16612	유	이랑	F	1978-11-22	2012-01-15	BRONZE	01
17065	유	현기	M	1985-03-11	2011-11-17	BRONZE	01
13778	김	인준	M	1985-04-26	2011-06-04	BRONZE	01
16260	정	동휘	M	1985-05-11	2012-02-24	BRONZE	03
13522	김	서유	F	1985-06-22	2012-09-29	BRONZE	03
15353	이	태경	M	1988-06-30	2012-04-19	BRONZE	02
17403	허	휘성	M	1985-04-27	2013-01-18	VIP	01
14873	이	현오	M	1970-12-07	2012-08-26	BRONZE	01
13649	김	은결	F	1973-03-01	2013-11-25	BRONZE	03
14688	이	솔이	F	1978-12-22	2011-12-01	BRONZE	01
15291	이	우주	M	1983-03-23	2012-06-25	BRONZE	01
14978	이	예준	M	1984-04-30	2012-06-10	BRONZE	02
16293	윤	한결	F	1985-04-11	2012-05-13	BRONZE	01
17287	임	다유	F	1985-07-22	2012-11-21	BRONZE	03
16672	유	어진	F	1988-07-31	2013-11-05	BRONZE	02
17031	허	승리	F	1982-10-08	2013-06-02	VIP	03
14038	김	승욱	M	1971-01-07	2011-09-28	BRONZE	01
13279	김	예람	F	1973-04-01	2012-03-01	BRONZE	01
14449	김	건욱	M	1979-01-22	2013-09-21	BRONZE	01
12604	김	세연	F	1984-05-30	2012-02-15	BRONZE	03
15582	이	호진	M	1985-05-11	2012-06-22	BRONZE	03
13728	김	민영	M	1985-08-22	2012-05-19	BRONZE	01
15663	이	시호	M	1986-01-02	2013-01-15	BRONZE	01
17673	문	승민	M	1988-08-31	2011-10-21	BRONZE	01
18283	홍	유진	M	1973-05-01	2011-01-20	VIP	01
17750	홍	효주	F	1986-02-02	2012-10-11	VIP	03
14198	김	수림	F	1971-02-07	2011-08-27	BRONZE	01
13436	김	규원	F	1979-02-22	2011-02-16	BRONZE	01
12564	김	세아	F	1982-10-09	2013-10-11	BRONZE	03
12515	김	나은	F	1984-06-30	2011-05-13	BRONZE	01
16782	윤	영호	M	1985-06-11	2013-12-18	BRONZE	01
16679	유	유연	F	1985-09-22	2013-02-01	BRONZE	03
15345	박	시우	F	1988-09-30	2013-02-03	BRONZE	01
16183	최	훈	M	1971-03-07	2012-04-19	VIP	03
16759	허	효서	F	1988-10-31	2012-12-19	VIP	03
16652	유	예소	F	1973-06-01	2013-03-13	BRONZE	01
14423	이	나나	F	1979-03-22	2011-03-24	BRONZE	03
14287	김	이든	F	1982-10-10	2013-10-09	BRONZE	03
14315	김	세원	M	1984-07-30	2012-04-21	BRONZE	01
15107	이	세아	F	1985-07-11	2012-01-19	BRONZE	03
13501	김	나라	F	1985-10-22	2012-07-11	BRONZE	03
18043	윤	혜윤	F	1986-03-02	2012-08-17	BRONZE	03
15861	정	해원	F	1971-04-07	2011-12-09	VVIP	03
15919	최	태하	M	1985-08-11	2012-09-14	VIP	01
18136	주	승재	M	1988-11-30	2012-03-15	VIP	03
14087	김	정진	M	1973-07-01	2013-08-07	BRONZE	01
17668	유	지환	M	1979-04-22	2013-06-06	BRONZE	03
14404	이	은총	F	1982-10-11	2012-06-13	BRONZE	03
17572	임	대희	M	1983-03-25	2012-09-20	BRONZE	01
18055	오	영준	M	1985-11-22	2013-03-12	BRONZE	01
14021	김	도담	M	1986-04-02	2013-11-02	BRONZE	01
15444	최	채이	F	1983-04-25	2013-06-30	VIP	01
15447	최	별	F	1986-05-02	2013-07-10	VIP	03
14597	김	상호	M	1973-08-01	2011-09-28	BRONZE	01
13323	김	다원	M	1979-01-03	2011-07-01	BRONZE	01
12822	김	지온	F	1979-05-22	2011-12-30	BRONZE	03
15054	이	지환	M	1982-10-12	2011-12-02	BRONZE	03
15300	이	주영	M	1985-09-11	2012-07-17	BRONZE	03
13914	김	현태	M	1985-12-22	2013-12-13	BRONZE	01
16940	유	세빈	M	1988-12-31	2011-05-17	BRONZE	01
17331	유	지해	F	1973-09-01	2013-10-17	BRONZE	01
17229	임	은찬	F	1979-02-03	2011-12-29	BRONZE	01
14290	김	채유	F	1979-06-22	2013-03-05	BRONZE	03
13842	김	예설	F	1982-10-13	2012-05-09	BRONZE	03
13213	김	재성	M	1983-05-25	2013-06-08	BRONZE	01
17589	임	연성	M	1985-10-11	2013-01-02	BRONZE	01
13047	김	수영	F	1986-01-22	2013-03-16	BRONZE	03
12718	김	상현	M	1986-06-02	2011-02-08	BRONZE	05
12428	김	예서	F	1989-01-31	2011-03-05	BRONZE	02
17392	허	태용	M	1973-10-01	2012-06-14	VIP	01
12624	김	하늘	F	1979-03-03	2012-03-01	BRONZE	03
15067	이	주하	F	1982-01-30	2011-11-15	BRONZE	03
12455	김	하연	F	1982-10-14	2011-05-21	BRONZE	03
16954	유	시하	M	1983-06-25	2013-08-17	BRONZE	03
17643	임	우진	M	1985-11-11	2011-06-05	BRONZE	01
17388	임	다진	F	1986-02-22	2012-09-13	BRONZE	03
14689	김	승운	M	1986-07-02	2012-04-20	BRONZE	02
13141	김	여준	M	1989-02-28	2013-07-13	BRONZE	02
17582	조	민주	F	1979-04-03	2013-02-26	VIP	03
15695	최	희진	F	1986-03-22	2011-05-20	VIP	03
13994	김	재후	M	1973-11-01	2012-07-25	BRONZE	03
17522	곽	예서	F	1982-02-28	2012-08-16	BRONZE	03
17659	송	승현	M	1982-10-15	2012-06-24	BRONZE	03
15280	이	지후	F	1983-07-25	2011-02-13	BRONZE	03
13133	김	유성	M	1985-12-11	2011-07-27	BRONZE	01
13102	김	가율	F	1986-08-02	2011-08-14	BRONZE	02
17781	노	하진	F	1989-03-31	2013-05-29	BRONZE	01
15945	최	명준	M	1973-12-01	2011-04-24	VIP	03
17674	조	민채	F	1982-03-30	2011-04-07	VIP	01
18183	허	은진	F	1986-01-11	2011-06-18	VIP	01
16053	조	규원	F	1986-04-22	2011-05-16	VIP	07
15641	최	시원	F	1989-04-30	2011-10-01	VIP	03
16367	윤	주이	F	1979-05-03	2011-04-06	BRONZE	03
16313	정	경빈	M	1982-10-16	2012-01-29	BRONZE	03
16690	유	채리	F	1983-08-25	2013-01-01	BRONZE	03
15134	이	현지	F	1986-09-02	2011-11-11	BRONZE	02
15584	최	진서	F	1979-06-03	2012-12-05	VIP	03
18227	황	하경	F	1986-02-11	2013-09-01	VIP	03
15234	이	태연	F	1974-01-01	2011-01-02	BRONZE	03
15358	박	한나	F	1982-04-30	2012-09-12	BRONZE	01
14164	김	소리	F	1982-10-17	2011-09-26	BRONZE	03
14693	이	희나	F	1983-09-25	2012-05-14	BRONZE	03
17958	성	서원	F	1986-05-22	2011-04-17	BRONZE	05
14443	이	미연	F	1986-10-02	2013-08-23	BRONZE	02
15397	박	예인	F	1989-05-31	2011-04-08	BRONZE	01
15296	이	시훈	M	1974-02-01	2011-08-25	BRONZE	03
12789	김	찬희	M	1979-07-03	2013-12-28	BRONZE	03
14692	이	담	M	1982-05-30	2012-10-22	BRONZE	01
15543	이	진호	M	1982-10-18	2013-05-04	BRONZE	03
12420	김	민지	F	1983-10-25	2012-11-23	BRONZE	03
17956	곽	준희	F	1986-03-11	2012-06-16	BRONZE	03
17019	유	성수	M	1986-06-22	2011-10-24	BRONZE	02
16009	강	누리	F	1986-11-02	2012-08-25	BRONZE	02
13637	김	동주	M	1989-06-30	2012-10-29	BRONZE	02
16878	허	상은	F	1970-02-09	2012-07-13	VIP	01
16107	최	우재	M	1974-03-01	2011-09-13	VIP	03
16150	조	태림	F	1982-10-19	2011-07-25	VIP	01
16037	조	인아	F	1986-07-22	2012-11-18	VIP	03
15521	최	여진	F	1989-07-31	2011-02-15	VIP	03
14034	김	수윤	F	1979-08-03	2012-06-12	BRONZE	03
14828	이	나령	F	1982-06-30	2012-12-04	BRONZE	01
13212	김	우리	F	1986-04-11	2011-05-09	BRONZE	07
15226	이	다희	F	1986-12-02	2013-03-06	BRONZE	02
16066	최	도건	M	1974-04-01	2011-09-02	VIP	06
15199	이	유림	F	1970-03-09	2012-03-18	BRONZE	03
15330	이	호준	M	1979-09-03	2013-08-12	BRONZE	03
13763	김	한서	M	1982-07-30	2012-05-26	BRONZE	01
12842	김	재우	M	1982-10-20	2012-08-23	BRONZE	01
15384	박	서정	F	1986-05-11	2011-04-09	BRONZE	02
17255	유	용찬	M	1986-08-22	2012-05-04	BRONZE	02
13491	김	유담	F	1987-01-02	2013-03-04	BRONZE	02
14916	이	기주	M	1989-08-31	2011-08-04	BRONZE	06
16027	조	연진	F	1987-02-02	2011-10-30	VIP	02
15624	최	라임	F	1989-09-30	2011-02-01	VIP	03
17014	유	채준	M	1970-04-09	2013-01-12	BRONZE	01
13101	김	원우	M	1974-05-01	2012-04-14	BRONZE	05
14756	이	아이린	F	1979-10-03	2012-09-29	BRONZE	03
13781	김	현중	M	1982-08-30	2012-11-22	BRONZE	01
16902	임	지운	F	1982-10-21	2011-04-02	BRONZE	01
13425	김	동민	M	1986-06-11	2012-09-02	BRONZE	06
17768	문	태현	M	1986-09-22	2013-01-26	BRONZE	02
15640	최	하빈	F	1974-06-01	2011-08-15	VIP	04
18249	조	유빈	M	1982-09-30	2013-05-29	VIP	03
15471	최	유은	F	1986-07-11	2013-09-23	VIP	03
17340	유	휘	M	1970-05-09	2011-01-07	BRONZE	01
18106	남	현주	F	1979-11-03	2013-06-01	BRONZE	03
14758	이	세종	M	1982-10-22	2011-08-22	BRONZE	01
14785	이	윤빈	M	1986-10-22	2011-09-06	BRONZE	02
13077	김	아림	F	1987-03-02	2011-06-26	BRONZE	02
17735	신	준호	M	1989-10-31	2012-05-09	BRONZE	02
15576	최	채율	F	1979-12-03	2012-02-09	VIP	03
13330	김	아람	F	1970-06-09	2012-12-16	BRONZE	01
15070	이	나은	F	1974-07-01	2012-01-25	BRONZE	02
13458	김	태규	M	1982-10-23	2013-10-22	BRONZE	01
14456	김	규호	M	1982-10-30	2011-07-17	BRONZE	01
12908	김	재희	M	1986-08-11	2013-04-04	BRONZE	02
16957	임	이설	F	1986-11-22	2012-12-20	BRONZE	02
17295	유	승운	M	1987-04-02	2011-08-14	BRONZE	02
16732	유	서형	F	1989-11-30	2013-08-19	BRONZE	06
16214	최	서하	M	1970-07-09	2013-07-31	VIP	01
15721	이	서호	M	1974-08-01	2012-06-23	BRONZE	07
16428	강	민섭	M	1980-01-03	2011-09-10	BRONZE	03
13995	김	준규	M	1982-10-24	2013-11-24	BRONZE	01
17175	유	무빈	M	1982-11-30	2012-01-29	BRONZE	01
13801	김	영광	M	1986-09-11	2011-01-06	BRONZE	02
12697	김	재훈	M	1986-12-22	2011-03-27	BRONZE	02
18221	백	연호	M	1987-05-02	2013-04-24	BRONZE	02
14090	김	레아	F	1989-12-31	2012-04-12	BRONZE	02
17891	조	가빈	F	1987-01-22	2013-03-26	VVIP	01
16618	조	대호	M	1982-10-25	2011-02-19	VIP	01
16684	조	준엽	M	1986-10-11	2013-11-28	VIP	02
16170	최	형우	M	1987-06-02	2011-12-08	VIP	03
13301	김	예랑	F	1970-08-09	2012-12-20	BRONZE	03
16351	정	영광	M	1974-09-01	2013-02-19	BRONZE	05
14518	김	동화	M	1980-02-03	2013-09-29	BRONZE	03
17644	권	세은	F	1982-12-30	2013-03-23	BRONZE	01
16407	강	승하	M	1990-01-31	2012-07-06	BRONZE	06
18009	조	연수	F	1974-10-01	2012-01-24	VIP	02
16398	유	효리	F	1970-09-09	2011-05-22	BRONZE	03
17604	노	예빈	F	1980-03-03	2012-07-19	BRONZE	03
15484	이	유건	M	1982-10-26	2013-03-03	BRONZE	01
12863	김	나율	F	1983-01-30	2012-10-18	BRONZE	01
14112	김	민철	M	1986-11-11	2013-02-21	BRONZE	02
12753	김	가빈	F	1987-02-22	2011-01-27	BRONZE	02
14344	김	화영	F	1987-07-02	2013-06-23	BRONZE	02
12808	김	아연	F	1990-02-28	2012-08-14	BRONZE	02
15802	정	태이	F	1983-02-28	2012-11-06	VVIP	03
15807	정	태리	F	1987-03-22	2011-11-24	VVIP	01
18146	조	세준	M	1970-10-09	2012-01-22	VIP	03
15782	박	인성	M	1980-04-03	2011-01-28	BRONZE	01
14514	이	수애	F	1982-10-27	2011-06-06	BRONZE	01
18048	임	재영	M	1983-04-04	2013-07-17	BRONZE	03
13593	김	수찬	M	1986-12-11	2011-02-18	BRONZE	02
16830	윤	기찬	M	1987-08-02	2013-04-02	BRONZE	02
15343	박	가빈	F	1990-03-31	2012-04-25	BRONZE	03
15571	최	여원	F	1982-10-28	2011-12-12	VIP	01
16344	정	규진	M	1970-11-09	2011-06-12	BRONZE	03
12433	김	진우	M	1980-05-03	2012-04-03	BRONZE	01
12665	김	수인	F	1983-03-30	2013-06-28	BRONZE	01
15814	박	희준	M	1983-05-04	2013-06-17	BRONZE	03
13726	김	하루	M	1987-01-11	2013-03-18	BRONZE	02
17338	문	서휘	F	1987-04-22	2011-02-01	BRONZE	02
16519	유	호정	F	1987-09-02	2011-03-28	BRONZE	02
17708	곽	시현	M	1990-04-30	2011-01-31	BRONZE	06
17878	차	채현	F	1980-06-03	2011-05-22	VIP	01
15699	최	정인	F	1983-04-30	2011-12-01	VIP	03
16177	최	찬호	M	1983-06-04	2011-08-17	VIP	01
